index,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
722,919,Eclat (Felchlin),U.S.A,2012,Peru,"Maranon, Good & Evil, with nibs",72,2.75,3,Bean,Cocoa butter,,,,Sugar,,buttery,burlap,,
723,2358,Eclat (Fruition),U.S.A,2019,Peru,"NOE, nacional/criollo, batch 1",80,3.5,2,Bean,,,,,Sugar,,nutty,almond butter,,
724,1876,Edelmond,Germany,2016,Venezuela,Porcelana,68,3,2,Bean,,,,,Sugar,,dry,gritty,cardboard,nutty
725,252,El Ceibo,Bolivia,2008,Bolivia,Alto Beni,71,2.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,lemon,tart,burnt,chemical
726,709,El Ceibo,Bolivia,2011,Bolivia,"Alto Beni, Covendo Region",75,3.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,nutty,rich,red berry,
727,32,El Rey,Venezuela,2006,Venezuela,"Carenero Superior, Gran Saman",70,2.75,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,gritty,chalky,earthy,sour
728,206,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Mijao",61,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,muted,cherry,banana,
729,206,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Apamate",74,2.5,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,sandy,banana,sour,
730,206,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Bucare",58,2.5,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,gritty,sweet,banana,smoke
731,439,El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Macuro",70,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,sandy,bold,cherry,peanut butter
732,439,El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Cariaco",60.5,2.75,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,very sweet,marshmallow,,
733,1662,El Rey,Venezuela,2015,Venezuela,San Joaquin,70,3.75,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,spicy,caramel,vanilla,
734,2382,Eldora,U.S.A,2019,Guatemala,"Polochic, batch 711",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,cocoa,fig notes,,
735,1137,Emerald Estate,St. lucia,2013,St. lucia,Emerald Estate,70,3.25,2,Bean,,,,,Sugar,,sandy,tannic,earthy,
736,1137,Emerald Estate,St. lucia,2013,St. lucia,Emerald Estate,60,2.75,2,Bean,,,,,Sugar,,low refinement,too sweet,,
737,1454,Emily's,Japan,2015,Peru,Peru,78,3.5,3,Bean,Cocoa butter,,,,Sugar,,brownine,nutty,,
738,1450,Emily's,Japan,2015,Venezuela,Patanemo,79,3,3,Bean,Cocoa butter,,,,Sugar,,coarse,woody,roasty,
739,2108,Encuentro,France,2018,Haiti,Pisa with nibs,70,3.5,2,Bean,,,,,Sugar,,simple,mild cocoa,fruit,
740,2108,Encuentro,France,2018,Guatemala,Asochivite,70,3.5,2,Bean,,,,,Sugar,,spicy,sweet,,
741,2118,Encuentro,France,2018,Madagascar,Bejofo,70,3.5,2,Bean,,,,,Sugar,,fruity,roasty,,
742,2114,Encuentro,France,2018,Dominican republic,Oko Caribe,70,3.25,2,Bean,,,,,Sugar,,earthy,floral,cocoa,
743,1916,ENNA,U.S.A,2016,Honduras,"Wampusirpi, batch 007",75,3.25,2,Bean,,,,,Sugar,,carrots,heavy roast,,
744,2198,ENNA,U.S.A,2018,Vietnam,"Ben Tre, batch 77",72,3,2,Bean,,,,,Sugar,,intens,brownie,spicy,metal
745,2350,ENNA,U.S.A,2019,Trinidad,"Maiden Voyage Estate, Herbert Pasqual",72,3.5,3,Bean,Cocoa butter,,,,Sugar,,muddy,rainins,nut,rubbery
746,2350,ENNA,U.S.A,2019,Tanzania,Kokoa Kamili,80,3,3,Bean,Cocoa butter,,,,Sugar,,fruit,dirty,,
747,2350,ENNA,U.S.A,2019,Sierra leone,Gola Rainforest,70,2.5,3,Bean,Cocoa butter,,,,Sugar,,dirty,earthy,burnt,honey
748,1205,Erithaj (A. Morin),France,2014,Vietnam,Ben Tre,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,spicy,green,long,intense
749,1209,Erithaj (A. Morin),France,2014,Vietnam,"Ba Lai, Mekong Delta",74,3.25,3,Bean,Cocoa butter,,,,Sugar,,grit,smoke,wood,blackberry
750,1209,Erithaj (A. Morin),France,2014,Vietnam,Ham Luong,80,3,3,Bean,Cocoa butter,,,,Sugar,,mild bitter,smoke,hammy,
751,252,Escazu,U.S.A,2008,Venezuela,Ocumare,72,3,4,Bean,Cocoa butter,Vanilla,,,Sugar,,woody,cocoa,,
752,423,Escazu,U.S.A,2009,Venezuela,Carenero Superior,81,3.5,4,Bean,Cocoa butter,Vanilla,,,Sugar,,hazelnut,fruit,slight bitter,
753,431,Escazu,U.S.A,2009,Blend,"Carenero, Guapiles, Ocumare blend",74,2.75,4,Bean,Cocoa butter,Vanilla,,,Sugar,,sweet,vanilla,sticky,
754,414,Escazu,U.S.A,2009,Costa rica,Guapiles,65,2,4,Bean,Cocoa butter,Vanilla,,,Sugar,,sticky,slight plum,medicinal,
755,903,Escazu,U.S.A,2012,Venezuela,Rio Caribe,70,2.75,4,Bean,Cocoa butter,Vanilla,,,Sugar,,nutty,ginger,off notes,
756,666,Ethel's Artisan (Mars),U.S.A,2011,Blend,Red Vanilla,62,2.75,4,Bean,Cocoa butter,Vanilla,,,Sugar,,sweet,vanilla,mild banana,
757,666,Ethel's Artisan (Mars),U.S.A,2011,Blend,"Peru, Madagascar",55,2.5,4,Bean,Cocoa butter,Vanilla,,,Sugar,,gritty,overyly sweet,fruit punch,
758,666,Ethel's Artisan (Mars),U.S.A,2011,Trinidad,Trinidad,55,2.5,4,Bean,Cocoa butter,Vanilla,,,Sugar,,grits,very sweet,banana,
759,666,Ethel's Artisan (Mars),U.S.A,2011,Venezuela,Porcelana,70,2.5,4,Bean,Cocoa butter,Vanilla,,,Sugar,,strong vanilla,strawberry,nut,
760,672,Ethel's Artisan (Mars),U.S.A,2011,Blend,"Venezuela, Trinidad",62,2.5,4,Bean,Cocoa butter,Vanilla,,,Sugar,,gritty,sweet,vanilla,woody
761,1275,Ethereal,U.S.A,2014,Dominican republic,Dominican Republic,80,3.75,3,Bean,Cocoa butter,,,,Sugar,,coarse,mild bitter,raisin,
762,1275,Ethereal,U.S.A,2014,Ecuador,Ecuador,80,3.5,3,Bean,Cocoa butter,,,,Sugar,,spicy,roasty,mild bitter,
763,1275,Ethereal,U.S.A,2014,Belize,Belize,80,3,3,Bean,Cocoa butter,,,,Sugar,,mild fruit,earthy,,
764,2142,Ethereal,U.S.A,2018,Guatemala,Guatemala,80,3.5,3,Bean,Cocoa butter,,,,Sugar,,prominent plum note,,,
765,2450,Exquisito,U.S.A,2019,Peru,"Maranon, Fortunato",73,3,3,Bean,Cocoa butter,,,,Sugar,,dominated by heavy roast,,,
766,565,Fearless (AMMA),U.S.A,2010,Brazil,"Monte Alegre, D. Badaro, Raw, Organic",75,2.75,2,Bean,,,,,Sugar,,perfume,floral,vanilla,
767,1732,Feitoria Cacao,Portugal,2016,Jamaica,Blue Mountain,76,3,2,Bean,,,,,Sugar,,roasty,spicy,nutty,
768,1736,Feitoria Cacao,Portugal,2016,Belize,Maya Mountain,76,2.75,2,Bean,,,,,Sugar,,metallic,off notes,powdery,
769,1736,Feitoria Cacao,Portugal,2016,Venezuela,Cuyagua,76,2.5,2,Bean,,,,,Sugar,,fatty,sandy,nutty,off notes
770,56,Felchlin,Switzerland,2006,Bolivia,"Alto Beni, Cru Savage",68,4,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,complex,raspberry,cocoa,
771,48,Felchlin,Switzerland,2006,Ecuador,Arriba,72,3.5,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,fatty,rich,spice,nutty
772,48,Felchlin,Switzerland,2006,Madagascar,"Madagascar, Grand Cru",64,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,basic cocoa,short length,,
773,48,Felchlin,Switzerland,2006,Venezuela,Maracaibo Clasificado,65,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,creamy,floral,complex,
774,105,Felchlin,Switzerland,2006,Dominican republic,Elvesia P.,74,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,creamy,roasty,cocoa,
775,105,Felchlin,Switzerland,2006,Blend,Supremo- SF,62,2,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,malitol,cocoa,,
776,494,Felchlin,Switzerland,2010,Grenada,Grenada,58,3.5,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,spicey,marshmallow,,
777,1283,Finca,U.S.A,2014,Dominican republic,Dominican Republic,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,sandy,sweet,mild fruit,
778,1283,Finca,U.S.A,2014,Dominican republic,Dominican Republic,80,3,3,Bean,Cocoa butter,,,,Sugar,,molasses,licorice,bitter,
779,1287,Finca,U.S.A,2014,Dominican republic,Dominican Republic,85,2.5,3,Bean,Cocoa butter,,,,Sugar,,intense,molasses,bitter,
780,1283,Finca,U.S.A,2014,Puerto rico,Puerto Rico,65,2.25,3,Bean,Cocoa butter,,,,Sugar,,intense,molasses,sweet,
781,2486,Finnia,Canada,2020,Blend,"Ucayali (Peru), Papua New G., Tabasco (Mexico)",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,fruit,cocoa,fatty,
782,2478,Finnia,Canada,2020,Mexico,Mexico,70,3,3,Bean,Cocoa butter,,,,Sugar,,banana,bland,sour,off
783,2474,Finnia,Canada,2020,Honduras,Honduras,70,2.75,3,Bean,Cocoa butter,,,,Sugar,,off,hammy,roasty,
784,2482,Finnia,Canada,2020,Colombia,"Chigorodo, batch 001",70,2.75,3,Bean,Cocoa butter,,,,Sugar,,nutty,melon,vinegar,
785,2398,Firetree,U.k.,2019,Vanuatu,Malekula Island,72,3.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,cherry,cocoa,creamy,
786,2394,Firetree,U.k.,2019,Papua new guinea,Karkar Island,72,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,caramel,acidic,creamy,
787,2398,Firetree,U.k.,2019,Solomon islands,Guadalcanal,69,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,plums,cocoa,,
788,2398,Firetree,U.k.,2019,Philippines,Mindanao Island,73,3.25,4,Bean,Cocoa butter,,Lecithin,,Sugar,,creamy,honey,mild hammy,
789,2150,Five (5)Mile,U.S.A,2018,Dominican republic,"Oko Caribe, San Fran. De Mac.,batch A",75,3.5,2,Bean,,,,,Sugar,,roasty,simple,,
790,2154,Five (5)Mile,U.S.A,2018,Colombia,"Tumaco, batch 23abc",75,3,2,Bean,,,,,Sugar,,high acidity,bitter,nutty,
791,2154,Five (5)Mile,U.S.A,2018,Belize,"Maya Mtn, batch 7C",75,2.75,2,Bean,,,,,Sugar,,hammy,dried fruit,,
792,2154,Five (5)Mile,U.S.A,2018,Guatemala,"Monte Grande, batch 18",75,2.75,2,Bean,,,,,Sugar,,hammy,large grits,,
793,2206,FJAK,Norway,2018,India,Goground,68,3.5,3,Bean,Cocoa butter,,,,Sugar,,muted,mild sweet cocoa,,
794,2206,FJAK,Norway,2018,Tanzania,Kokoa Kamili,70,3.5,3,Bean,Cocoa butter,,,,Sugar,,fruit,spicy mild molasses,,
795,2202,FJAK,Norway,2018,Madagascar,Bejofo,70,3,3,Bean,Cocoa butter,,,,Sugar,,molasses,sour notes,,
796,1267,Forever Cacao,U.k.,2014,Peru,Rio Eni,72,2.75,3,Bean,Cocoa butter,,,,,Sweetener without sugar,coconut,true to sugar bar,,
797,1776,Forteza (Cortes),Puerto rico,2016,Dominican republic,Dominican Republic,70,2.75,6,Bean,Cocoa butter,Vanilla,Lecithin,Salt,Sugar,,strong vanilla,earthy,nutty,
798,1776,Forteza (Cortes),Puerto rico,2016,Dominican republic,Puerto Rico,80,2.75,6,Bean,Cocoa butter,Vanilla,Lecithin,Salt,Sugar,,vanilla,dried fruit,nuts,
799,1776,Fossa,Singapore,2016,Tanzania,"Kokoa Kamili Coop, Kilombero",67,3.75,2,Bean,,,,,Sugar,,gummy,sandy,complex,
800,1776,Fossa,Singapore,2016,Ecuador,"Camino Verde P., Balao, Guayas",75,3.5,2,Bean,,,,,Sugar,,sticky,floral,,
801,1772,Fossa,Singapore,2016,Madagascar,"Akesson's E., Sambirano V.",70,2.75,2,Bean,,,,,Sugar,,gummy,bland,sour,
802,2072,Fossa,Singapore,2018,Haiti,Pisa,68,3.5,2,Bean,,,,,Sugar,,roasty,hazelnut,cocoa,
803,2072,Fossa,Singapore,2018,Philippines,Davao,70,3.25,2,Bean,,,,,Sugar,,sandy,dried fruit,roasty,
804,2072,Fossa,Singapore,2018,Bolivia,Alto Beni,70,3,2,Bean,,,,,Sugar,,nuts,sour milk,,
805,2072,Fossa,Singapore,2018,Indonesia,"Pak Eddy Farm, Yogyakarta Region",70,3,2,Bean,,,,,Sugar,,sandy,powdery,late sour,
806,2076,Fossa,Singapore,2018,Dominican republic,Oko Caribe,72,2.75,2,Bean,,,,,Sugar,,coffee,acidic,astringent,
807,2430,Fossa,Singapore,2019,Madagascar,"Ottange Farm, Mava Plantation, Sambirano",70,3.5,2,Bean,,,,,Sugar,,roasted nuts,citrus,creamy,
808,2430,Fossa,Singapore,2019,Mexico,"Finca La Rioja E., Cacahoatan, Chiapas, microlot",70,3,2,Bean,,,,,Sugar,,sticky,dried sour fruit,roasty,
809,2322,Foundry,New zealand,2019,Ecuador,"Camino Verde, 2017 h., batch EC019",70,3.75,2,Bean,,,,,Sugar,,floral,orange,cocoa,
810,2326,Foundry,New zealand,2019,Peru,"Ucayali, 2017 h., batch PU024",70,3.75,2,Bean,,,,,Sugar,,fig,mild anise,,
811,2318,Foundry,New zealand,2019,Tanzania,"Kilombero Valley, 2017 h., batch TK020",70,3.25,2,Bean,,,,,Sugar,,nutty,bland,late sour,
812,2318,Foundry,New zealand,2019,Papua new guinea,"Kulkul P., Karkar Island, 2018 h., batch PK019",70,3,2,Bean,,,,,Sugar,,off,tropical,vegetal,rubbery
813,2322,Foundry,New zealand,2019,Bolivia,"Alto Beni, 2017 h.",70,3,2,Bean,,,,,Sugar,,honey,mild floral,mild off,
814,2322,Foundry,New zealand,2019,Vanuatu,"Masidau Farm, batch VM021",70,3,2,Bean,,,,,Sugar,,fruit,smokey,mocha,
815,2322,Foundry,New zealand,2019,Colombia,"Tumaco, 2017 h., batch U022",70,3,2,Bean,,,,,Sugar,,dirty,roasty,acidic,
816,911,Franceschi,Venezuela,2012,Venezuela,Canoabo,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,nutty,dried fruit,,
817,915,Franceschi,Venezuela,2012,Venezuela,Sur del Lago,60,3.5,3,Bean,Cocoa butter,,,,Sugar,,grits,hazelnut,rum,
818,1355,Franceschi,Venezuela,2014,Venezuela,"Ocumare, batch 210414",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,caramel,dairy,,
819,1355,Franceschi,Venezuela,2014,Venezuela,"Choroni, batch 210414",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,intense,tobacco,nuts,
820,2118,Franceschi,Venezuela,2018,Venezuela,"Cuyagua, batch 4, lot DC2.3",72,3.5,2,Bean,,,,,Sugar,,nutty,,,
821,2100,Franceschi,Venezuela,2018,Venezuela,"Carenero, Miranda",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,dried fruit,large grits,,
822,2100,Franceschi,Venezuela,2018,Venezuela,"Sur del Lago, Zulia",70,3,3,Bean,Cocoa butter,,,,Sugar,,large grits,,,
823,2122,Franceschi,Venezuela,2018,Venezuela,"Chuao, batch 4, Lot DH17",85,3,2,Bean,,,,,Sugar,,sl. dry,gritty,fruity,nuts
824,2044,Franceschi,Venezuela,2018,Venezuela,Rio Caribe,60,2.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,large grits,sweet,,
825,1351,Frederic Blondeel,Belgium,2014,Ghana,Ghana,60,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,coarse,hazelnut,peanut,
826,1351,Frederic Blondeel,Belgium,2014,Madagascar,Madagascar,65,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,banana,,,
827,1538,Frederic Blondeel,Belgium,2015,Costa rica,Costa Rica,70,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,few grits,spicy,cocoa,
828,1538,Frederic Blondeel,Belgium,2015,Peru,Peru Brutus,75,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,very coarse,intense,spice,
829,1542,Frederic Blondeel,Belgium,2015,Vietnam,Vietnam,80,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,intense,bitter,off notes,
830,781,French Broad,U.S.A,2011,Peru,"Maranon Canyon, Fortunato No. 4",70,3.5,2,Bean,,,,,Sugar,,coarse,perfume,heavy roast,
831,785,French Broad,U.S.A,2011,Dominican republic,La Red,65,3.5,2,Bean,,,,,Sugar,,choco covered strawberry,,,
832,883,French Broad,U.S.A,2012,Peru,"Palo Blanco, Chulucanas, b. 120725A",66,3.5,2,Bean,,,,,,Sweetener without sugar,olive,rum,,
833,883,French Broad,U.S.A,2012,Peru,"Tumbes Coop, batch 120724M",70,2.5,2,Bean,,,,,Sugar,,fruit,cough medicine,,
834,887,French Broad,U.S.A,2012,Peru,"Palo Blanco with panela, Chulucanas, b. 120725A",81,2,2,Bean,,,,,,Sweetener without sugar,sandpaper,some fruit,bitter,
835,1042,French Broad,U.S.A,2013,Peru,"Palo Blanco, Chulucanas",66,3.5,2,Bean,,,,,Sugar,,spice,citrus,sweet,
836,1295,French Broad,U.S.A,2014,Nicaragua,Matagalpa,68,3.25,2,Bean,,,,,Sugar,,sweet,tobacco,,
837,1209,French Broad,U.S.A,2014,Costa rica,San Andres,80,3,2,Bean,,,,,Sugar,,mild bitter,roasty,red berry,
838,1634,French Broad,U.S.A,2015,Guatemala,Guatemala,73,3.5,2,Bean,,,,,Sugar,,roasty,grapes,rich brownie,
839,1940,French Broad,U.S.A,2017,Peru,"Norandino, batch 161208",70,3.5,2,Bean,,,,,Sugar,,slight dry,citrus,grapefruit,
840,2430,French Broad,U.S.A,2019,India,"Animalai, batch 1063",71,3.25,3,Bean,Cocoa butter,,,,Sugar,,tea,spicy,sweet,
841,370,Fresco,U.S.A,2009,Venezuela,"Carenero Superior, #203, MR, SC",65,3.5,3,Bean,Cocoa butter,,,,Sugar,,complex,mild licorice,spice,
842,370,Fresco,U.S.A,2009,Jamaica,"Jamaica, #205, DR, MC",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,creamy,roasty,tobacco,
843,370,Fresco,U.S.A,2009,Jamaica,"Jamaica, #206, DR, LC",70,3,3,Bean,Cocoa butter,,,,Sugar,,creamy,simple,nutty,
844,370,Fresco,U.S.A,2009,Jamaica,"Jamaica, #204, DR, SC",80,2.75,3,Bean,Cocoa butter,,,,Sugar,,slightly burnt,earthy,,
845,745,Fresco,U.S.A,2011,Venezuela,"Chuao, #217, DR, MC, batch 11-021",70,4,3,Bean,Cocoa butter,,,,Sugar,,tart,roasted cocoa,,
846,642,Fresco,U.S.A,2011,Dominican republic,"Conacado, #212, LR, SC",72,3.5,3,Bean,Cocoa butter,,,,Sugar,,red berry,some roasty notes,,
847,642,Fresco,U.S.A,2011,Jamaica,"Jamaica, #210, DR, MC",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,woody,grassy,long,
848,642,Fresco,U.S.A,2011,Jamaica,"Jamaica, #209, DR, SC",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,grassy,brownie,astringent,
849,682,Fresco,U.S.A,2011,Dominican republic,"Conacado, #213, DR, -C",72,3.25,3,Bean,Cocoa butter,,,,Sugar,,spicy,cocoa,,
850,745,Fresco,U.S.A,2011,Venezuela,"Chuao, #218, MR, MC, batch 11-020",76,3.25,3,Bean,Cocoa butter,,,,Sugar,,bready,nutty,earthy,intense
851,688,Fresco,U.S.A,2011,Madagascar,"Sambirano Valley, #215, MR, MC",74,3,3,Bean,Cocoa butter,,,,Sugar,,sandy,cocoa,red fruit,
852,636,Fresco,U.S.A,2011,Ghana,"Ghana, #211, MR, MC",74,2.75,3,Bean,Cocoa butter,,,,Sugar,,mild bitter,mild cocoa,roasty,
853,682,Fresco,U.S.A,2011,Madagascar,"Sambirano Valley, #214, LR, MC",74,2.75,3,Bean,Cocoa butter,,,,Sugar,,woody,red fruit,sour,
854,915,Fresco,U.S.A,2012,Madagascar,"Sambirano Valley, #216, MR, LC",74,4,3,Bean,Cocoa butter,,,,Sugar,,caramel,nuts,dried fruit,
855,927,Fresco,U.S.A,2012,Papua new guinea,"Markham Valley, #220, MR, MC",69,4,2,Bean,,,,,Sugar,,tart,red berry,smoke,
856,899,Fresco,U.S.A,2012,Papua new guinea,"Markham Valley, #219, LR, MC",69,3.5,2,Bean,,,,,Sugar,,mild smoke and fruit,,,
857,899,Fresco,U.S.A,2012,Papua new guinea,"Markham Valley, #221, DR, MC",69,3.5,2,Bean,,,,,Sugar,,smoke,fruit,sour,hammy
858,931,Fresco,U.S.A,2012,Papua new guinea,"Markham Valley, #222, LR, 0C",69,3,2,Bean,,,,,Sugar,,sandy,smoke,red berry,
859,1149,Fresco,U.S.A,2013,Peru,"Bellavista Coop, #225, LR, MC, CG Exclusive",70,4,3,Bean,Cocoa butter,,,,Sugar,,chocolate covered banana,,,
860,1081,Fresco,U.S.A,2013,Dominican republic,"Conacado, #224, MR, MC, batch 13-061",72,3.75,3,Bean,Cocoa butter,,,,Sugar,,blackberries,caramel,roasty,
861,1117,Fresco,U.S.A,2013,Peru,"San Martin, Bellavista Coop, #226, DR, MC",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,cocoa and fresh grapes,,,
862,1030,Fresco,U.S.A,2013,Dominican republic,"Conacado, #223, MR, SC, batch 13-051",72,3.25,3,Bean,Cocoa butter,,,,Sugar,,mildly burnt caramel,,,
863,1383,Fresco,U.S.A,2014,Peru,"Maranon, #227, LR, MC",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,orange,mellow but flavorful,,
864,1383,Fresco,U.S.A,2014,Peru,"Maranon, #229, MR, LC",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,fruity,floral,caramel,
865,1387,Fresco,U.S.A,2014,Peru,"Maranon, #230, DR, LC",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,slow develop,caramel,roasty,
866,1383,Fresco,U.S.A,2014,Peru,"Maranon, #228, MR, SC",70,3,3,Bean,Cocoa butter,,,,Sugar,,light color,leathery flavor,,
867,2024,Fresco,U.S.A,2017,Guatemala,"Polochic Valley, MR, LC, batch 17-189",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,long lasting,fruit,spicy,
868,2024,Fresco,U.S.A,2017,Guatemala,"Polochic Valley, LR, LC, batch 17-203",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,rich cocoa,mild,fatty,
869,2028,Fresco,U.S.A,2017,Guatemala,"Polochic Valley, DR, LC, batch 17-201",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,rich cocoa,nuts,,
870,2174,Fresco,U.S.A,2018,Venezuela,Carupano Pintao,72,3.5,3,Bean,Cocoa butter,,,,Sugar,,complex,nuts,spice,floral
871,2174,Fresco,U.S.A,2018,Venezuela,"Chuao, MR, SC, batch 18-224",72,3.25,3,Bean,Cocoa butter,,,,Sugar,,roasty,mild fatty,,
872,2000,Fresh Coast,U.S.A,2017,Tanzania,"Kokoa Kamili, Kilombero District",70,3.75,2,Bean,,,,,Sugar,,creamy,simple,strong choco,
873,2000,Fresh Coast,U.S.A,2017,Brazil,"Fazenda Camboa, Bahia",70,3.5,2,Bean,,,,,Sugar,,creamy,fragrant,,
874,1375,Fresh Coast aka Just Good Choc.,U.S.A,2014,Peru,Peru,70,4,2,Bean,,,,,Sugar,,banana,yogurt,cocoa,
875,1375,Fresh Coast aka Just Good Choc.,U.S.A,2014,Belize,Belize,70,3.5,2,Bean,,,,,Sugar,,spice,fatty,mild cocoa,
876,1375,Fresh Coast aka Just Good Choc.,U.S.A,2014,Madagascar,Madagascar,70,3.5,2,Bean,,,,,Sugar,,strong fruit,ham,deep cocoa,
877,1912,Friis Holm,Denmark,2016,Nicaragua,"Rugoso, Bad Fermentation",70,3.5,2,Bean,,,,,Sugar,,vegetal,herbs,raw,
878,1956,Friis Holm,Denmark,2017,Nicaragua,Barba,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,creamy,black pepper,nut,
879,2126,Friis Holm,Denmark,2018,Guatemala,Indio Rojo,70,4,3,Bean,Cocoa butter,,,,Sugar,,honey,deep cocoa,,
880,2130,Friis Holm,Denmark,2018,Nicaragua,"Rugoso, Bad Fermentation",70,4,3,Bean,Cocoa butter,,,,Sugar,,banana,dairy,cocoa,
881,2122,Friis Holm,Denmark,2018,Nicaragua,Johe,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,strong cocoa,orange citrus,,
882,2126,Friis Holm,Denmark,2018,Nicaragua,Medagla,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,cocoa,savory,,
883,2130,Friis Holm,Denmark,2018,Nicaragua,Nicaliso,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,black pepper,high astringency,,
884,2122,Friis Holm,Denmark,2018,Nicaragua,"O'Payo, Wasalala Co-op",68,3.5,3,Bean,Cocoa butter,,,,Sugar,,unique flavor,floral-spice mix,,
885,2130,Friis Holm,Denmark,2018,Nicaragua,"Chuno, 3x turned",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,delicate,balanced,,
886,2126,Friis Holm,Denmark,2018,Nicaragua,"La Dalia, Lazy Growers Blend",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,woody,grassy,spicy,
887,2134,Friis Holm,Denmark,2018,Nicaragua,Rugoso,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,high acidity,grassy,,
888,2126,Friis Holm,Denmark,2018,Nicaragua,"La Dalia, Lazy Growers Blend",60,3,3,Bean,Cocoa butter,,,,Sugar,,sweet,metallic,,
889,2130,Friis Holm,Denmark,2018,Nicaragua,"Chuno, 2x turned",70,3,3,Bean,Cocoa butter,,,,Sugar,,floral,sticky,,
890,623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Chuno, Xoco",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,tobacco,woody,wild berry,
891,623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Nicaliso, Xoco",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,roasty,fatty,woody,
892,623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Johe, Xoco",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,fatty,leathery,earthy,
893,923,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Rugoso, Xoco",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,oily,gritty,savory,
894,895,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Chuno, triple turned, Xoco",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,intense olive,citrus,vegetal,
895,899,Friis Holm (Bonnat),Denmark,2012,Honduras,"Red Mayan, Xoco",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,spicy,earthy,,
896,899,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Chuno, double turned, Xoco",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,oily,fatty,bold olive,
